Horodateur,Quel est ton âge ?,Quel est ton niveau scolaire actuel ?,Quelles sont tes matières préférées à l’école ?,Quelles matières aimes-tu le moins ?,Quel type d’activités préfères-tu en dehors de l’école ?,Préfères-tu travailler seul(e) ou en groupe ?,"Aimes-tu les matières scientifiques (maths, physique, chimie) ?","Préfères-tu les matières littéraires (français, histoire, langues) ?","Es-tu intéressé(e) par les arts (musique, dessin, théâtre) ?",Quel est ton style d’apprentissage préféré ?,Aimes-tu résoudre des problèmes ou des énigmes ?,Te sens-tu à l’aise avec les technologies et l’informatique ?,Aimes-tu travailler avec des chiffres et des données ?,Es-tu attiré(e) par les métiers liés à la santé ou au social ?,Quel est ton niveau en langues étrangères ?,Préfères-tu des métiers créatifs ou techniques ?,Aimes-tu la recherche et l’analyse ?,As-tu déjà une idée du métier que tu aimerais faire plus tard ?,Quel type d’environnement de travail te motive le plus ?,Es-tu prêt(e) à suivre des études longues (plus de 3 ans) ?,Quelle importance accordes-tu à la stabilité de l’emploi dans ton choix de carrière ?,Préfères-tu un métier avec beaucoup de contacts humains ?,Quel rôle voudrais-tu avoir dans une équipe ?,Quelles qualités personnelles te décrivent le mieux ?,Comment gères-tu le stress ou les situations difficiles ?,As-tu déjà participé à des projets ou activités extra-scolaires ?,Quelle place accordes-tu à l’innovation et à la créativité dans ton travail ?,Es-tu intéressé(e) par l’entrepreneuriat ou créer ta propre entreprise ?,Quels sont tes objectifs personnels à court terme (1-2 ans) ?,Comment imagines-tu ta vie professionnelle dans 10 ans ?,Champ convenable
09/07/2025 09:40:52,16-17 ans,Post-bac / Université,"Physique-Chimie, Arts plastiques / Musique","Sciences de la vie et de la Terre, Langues étrangères","Lecture, Activités artistiques",Seul(e),"Oui, beaucoup","Oui, beaucoup",Non,"Kinesthésique (faire, manipuler)",Parfois,Oui,Parfois,Non,Avancé,Créatifs,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Très importante,Parfois,Créatif / innovateur,Organisé(e),Je préfère éviter ces situations,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Réussir mes examens,Être entrepreneur,Lettres / Sciences Humaines
09/07/2025 09:45:52,18 ans et plus,Seconde,"Sciences de la vie et de la Terre, Mathématiques, Physique-Chimie",Histoire-Géographie,"Activités artistiques, Sorties avec des amis, Sports",En groupe,"Oui, beaucoup",Un peu,Oui,"Visuel (images, schémas)","Oui, beaucoup",Oui,Parfois,Peut-être,Intermédiaire,Créatifs,Un peu,"Oui, clairement",Laboratoire / recherche,Peut-être,Moyennement importante,Non,Organisateur / planificateur,"Rigoureux(se), Créatif(ve), Patient(e)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,Un peu,Trouver un stage,Continuer à apprendre,Arts / Création
09/07/2025 09:50:52,18 ans et plus,Terminale,"Arts plastiques / Musique, Sciences de la vie et de la Terre","Français, Physique-Chimie",Jeux vidéo,En groupe,Un peu,"Oui, beaucoup",Un peu,Je ne sais pas,"Oui, beaucoup",Oui,Parfois,Non,Avancé,Techniques,Oui,J’ai quelques idées,Laboratoire / recherche,Oui,Très importante,Parfois,Je ne sais pas,"Dynamique, Curieux(se), Créatif(ve)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Très importante,Un peu,Développer mes compétences,Continuer à apprendre,Recherche / Sciences
09/07/2025 09:55:52,Moins de 14 ans,Post-bac / Université,"Français, Physique-Chimie","Sciences de la vie et de la Terre, Arts plastiques / Musique","Jeux vidéo, Activités artistiques",Seul(e),"Oui, beaucoup","Oui, beaucoup",Oui,Je ne sais pas,Parfois,Moyennement,Non,Oui,Avancé,Techniques,Non,J’ai quelques idées,Travail en extérieur,Oui,Moyennement importante,Parfois,Organisateur / planificateur,"Patient(e), Dynamique",Je préfère éviter ces situations,Non,Moyennement importante,"Oui, beaucoup",Réussir mes examens,Travailler dans un domaine qui me passionne,Informatique / Ingénierie
09/07/2025 10:00:52,16-17 ans,Première,Langues étrangères,"Arts plastiques / Musique, Physique-Chimie",Activités artistiques,En groupe,"Oui, beaucoup",Un peu,Non,"Kinesthésique (faire, manipuler)",Non,Oui,Parfois,Peut-être,Intermédiaire,Techniques,Oui,"Oui, clairement",Travail manuel,Oui,Moyennement importante,Parfois,Créatif / innovateur,"Patient(e), Rigoureux(se)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Réussir mes examens,Contribuer à la société,Informatique / Ingénierie
09/07/2025 10:05:52,18 ans et plus,Terminale,"Sciences de la vie et de la Terre, Français, Mathématiques",Histoire-Géographie,Activités artistiques,En groupe,Un peu,Un peu,Oui,"Visuel (images, schémas)",Parfois,Oui,Oui,Non,Intermédiaire,Créatifs,Oui,J’ai quelques idées,Laboratoire / recherche,Oui,Très importante,Oui,Exécutant / spécialiste,"Organisé(e), Créatif(ve)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Très importante,Un peu,Créer un projet personnel,Avoir un poste à responsabilités,Arts / Création
09/07/2025 10:10:52,14-15 ans,Première,Arts plastiques / Musique,"Mathématiques, Sciences de la vie et de la Terre",Sports,En groupe,"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)",Parfois,Oui,Oui,Non,Avancé,Techniques,Un peu,"Oui, clairement",Laboratoire / recherche,Peut-être,Peu importante,Non,Leader / chef de projet,"Dynamique, Rigoureux(se), Curieux(se)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,"Oui, beaucoup",Obtenir mon diplôme,Travailler dans un domaine qui me passionne,Technologie / Technique
09/07/2025 10:15:52,18 ans et plus,Première,"Mathématiques, Arts plastiques / Musique",Physique-Chimie,Jeux vidéo,Seul(e),Un peu,Pas du tout,Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Oui,Intermédiaire,Techniques,Oui,Pas encore,Travail en extérieur,Oui,Très importante,Non,Leader / chef de projet,"Organisé(e), Patient(e)",Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,Un peu,Créer un projet personnel,Avoir un poste à responsabilités,Recherche / Sciences
09/07/2025 10:20:52,Moins de 14 ans,Terminale,"Histoire-Géographie, Français, Arts plastiques / Musique",Physique-Chimie,Lecture,Seul(e),Pas du tout,Un peu,Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Non,Non,Débutant,Techniques,Oui,Pas encore,Je ne sais pas,Oui,Moyennement importante,Oui,Exécutant / spécialiste,"Rigoureux(se), Organisé(e)",Je reste calme et cherche des solutions,Non,Très importante,Pas du tout,Obtenir mon diplôme,Continuer à apprendre,Recherche / Sciences
09/07/2025 10:25:52,18 ans et plus,Post-bac / Université,"Français, Sciences de la vie et de la Terre, Histoire-Géographie",Langues étrangères,"Bénévolat / Engagement associatif, Lecture, Sorties avec des amis",En groupe,Pas du tout,"Oui, beaucoup",Non,Je ne sais pas,"Oui, beaucoup",Oui,Non,Oui,Avancé,Techniques,Un peu,J’ai quelques idées,Travail manuel,Oui,Moyennement importante,Parfois,Je ne sais pas,Organisé(e),Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,Pas du tout,Trouver un stage,Avoir un poste à responsabilités,Divers
09/07/2025 10:30:52,16-17 ans,Terminale,"Physique-Chimie, Histoire-Géographie",Français,"Jeux vidéo, Bénévolat / Engagement associatif",Seul(e),Un peu,"Oui, beaucoup",Un peu,Je ne sais pas,"Oui, beaucoup",Moyennement,Oui,Oui,Intermédiaire,Créatifs,Oui,Pas encore,Laboratoire / recherche,Oui,Moyennement importante,Non,Leader / chef de projet,"Rigoureux(se), Créatif(ve)",Je préfère éviter ces situations,Non,Peu importante,"Oui, beaucoup",Trouver un stage,Être entrepreneur,Lettres / Sciences Humaines
09/07/2025 10:35:52,16-17 ans,Première,Mathématiques,"Physique-Chimie, Histoire-Géographie",Sports,En groupe,Pas du tout,Un peu,Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Peut-être,Intermédiaire,Techniques,Oui,"Oui, clairement",Travail manuel,Non,Très importante,Oui,Organisateur / planificateur,"Rigoureux(se), Patient(e)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Moyennement importante,"Oui, beaucoup",Obtenir mon diplôme,Contribuer à la société,Santé / Social
09/07/2025 10:40:52,18 ans et plus,Première,"Langues étrangères, Mathématiques, Physique-Chimie",Sciences de la vie et de la Terre,Sorties avec des amis,Seul(e),Un peu,Pas du tout,Un peu,Je ne sais pas,Parfois,Oui,Parfois,Peut-être,Intermédiaire,Techniques,Oui,"Oui, clairement",Travail manuel,Oui,Très importante,Parfois,Créatif / innovateur,"Dynamique, Créatif(ve)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Très importante,Pas du tout,Obtenir mon diplôme,Avoir un poste à responsabilités,Recherche / Sciences
09/07/2025 10:45:52,18 ans et plus,Terminale,Langues étrangères,Français,"Lecture, Sports",Ça dépend des situations,"Oui, beaucoup",Un peu,Oui,"Kinesthésique (faire, manipuler)",Parfois,Moyennement,Parfois,Non,Courant / bilingue,Techniques,Oui,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Moyennement importante,Non,Créatif / innovateur,Curieux(se),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Obtenir mon diplôme,Contribuer à la société,Informatique / Ingénierie
09/07/2025 10:50:52,14-15 ans,Seconde,"Histoire-Géographie, Français",Mathématiques,"Bénévolat / Engagement associatif, Sorties avec des amis, Jeux vidéo",En groupe,Un peu,"Oui, beaucoup",Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Parfois,Non,Débutant,Techniques,Non,"Oui, clairement",Je ne sais pas,Oui,Très importante,Parfois,Créatif / innovateur,Curieux(se),Je préfère éviter ces situations,Non,Très importante,Pas du tout,Développer mes compétences,Continuer à apprendre,Divers
09/07/2025 10:55:52,Moins de 14 ans,Seconde,"Arts plastiques / Musique, Sciences de la vie et de la Terre, Langues étrangères",,"Activités artistiques, Sorties avec des amis, Bénévolat / Engagement associatif",En groupe,Un peu,Un peu,Non,"Kinesthésique (faire, manipuler)",Parfois,Oui,Oui,Peut-être,Courant / bilingue,Créatifs,Oui,J’ai quelques idées,Travail en extérieur,Peut-être,Très importante,Oui,Leader / chef de projet,Patient(e),Je préfère éviter ces situations,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Développer mes compétences,Avoir un poste à responsabilités,Communication / Marketing
09/07/2025 11:00:52,Moins de 14 ans,Terminale,Arts plastiques / Musique,Langues étrangères,"Lecture, Activités artistiques",Ça dépend des situations,Un peu,"Oui, beaucoup",Oui,"Kinesthésique (faire, manipuler)",Parfois,Oui,Oui,Non,Courant / bilingue,Techniques,Non,"Oui, clairement",Bureau / travail sur ordinateur,Peut-être,Moyennement importante,Parfois,Leader / chef de projet,"Organisé(e), Créatif(ve), Dynamique",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Moyennement importante,Pas du tout,Obtenir mon diplôme,Être entrepreneur,Arts / Création
09/07/2025 11:05:52,18 ans et plus,Première,"Arts plastiques / Musique, Mathématiques","Langues étrangères, Physique-Chimie","Bénévolat / Engagement associatif, Lecture",Seul(e),"Oui, beaucoup",Un peu,Un peu,"Kinesthésique (faire, manipuler)","Oui, beaucoup",Moyennement,Parfois,Non,Intermédiaire,Créatifs,Non,Pas encore,Bureau / travail sur ordinateur,Oui,Très importante,Oui,Organisateur / planificateur,"Créatif(ve), Organisé(e)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Créer un projet personnel,Avoir un poste à responsabilités,Communication / Marketing
09/07/2025 11:10:52,18 ans et plus,Terminale,"Physique-Chimie, Histoire-Géographie","Mathématiques, Arts plastiques / Musique",Bénévolat / Engagement associatif,Ça dépend des situations,"Oui, beaucoup",Pas du tout,Un peu,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Non,Intermédiaire,Je ne sais pas,Non,J’ai quelques idées,Laboratoire / recherche,Oui,Très importante,Oui,Exécutant / spécialiste,"Dynamique, Patient(e)",Je me sens parfois dépassé(e),Non,Peu importante,Pas du tout,Développer mes compétences,Être entrepreneur,Divers
09/07/2025 11:15:52,14-15 ans,Seconde,Physique-Chimie,"Langues étrangères, Mathématiques",Activités artistiques,Seul(e),"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Non,Non,Courant / bilingue,Les deux,Non,"Oui, clairement",Travail manuel,Oui,Très importante,Non,Organisateur / planificateur,Dynamique,Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Créer un projet personnel,Travailler dans un domaine qui me passionne,Informatique / Ingénierie
09/07/2025 11:20:52,16-17 ans,Terminale,"Histoire-Géographie, Arts plastiques / Musique",Langues étrangères,Sports,Seul(e),Pas du tout,Pas du tout,Non,"Visuel (images, schémas)",Parfois,Moyennement,Oui,Peut-être,Courant / bilingue,Créatifs,Non,J’ai quelques idées,Bureau / travail sur ordinateur,Non,Très importante,Oui,Créatif / innovateur,Organisé(e),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,Un peu,Créer un projet personnel,Être entrepreneur,Communication / Marketing
09/07/2025 11:25:52,16-17 ans,Post-bac / Université,Physique-Chimie,Français,"Sports, Sorties avec des amis",En groupe,"Oui, beaucoup","Oui, beaucoup",Oui,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Peut-être,Avancé,Techniques,Non,J’ai quelques idées,Je ne sais pas,Oui,Très importante,Parfois,Leader / chef de projet,"Rigoureux(se), Dynamique",Je reste calme et cherche des solutions,Non,Peu importante,Un peu,Créer un projet personnel,Travailler dans un domaine qui me passionne,Informatique / Ingénierie
09/07/2025 11:30:52,14-15 ans,Post-bac / Université,Arts plastiques / Musique,,"Sorties avec des amis, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,Pas du tout,Non,"Kinesthésique (faire, manipuler)","Oui, beaucoup",Oui,Parfois,Non,Débutant,Créatifs,Un peu,J’ai quelques idées,Travail manuel,Oui,Très importante,Non,Je ne sais pas,Curieux(se),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Développer mes compétences,Avoir un poste à responsabilités,Divers
09/07/2025 11:35:52,18 ans et plus,Première,"Physique-Chimie, Mathématiques",,Activités artistiques,En groupe,"Oui, beaucoup",Pas du tout,Oui,"Kinesthésique (faire, manipuler)",Parfois,Moyennement,Parfois,Peut-être,Avancé,Techniques,Oui,Pas encore,Travail manuel,Oui,Moyennement importante,Parfois,Je ne sais pas,"Rigoureux(se), Organisé(e), Patient(e)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Être entrepreneur,Informatique / Ingénierie
09/07/2025 11:40:52,Moins de 14 ans,Terminale,Langues étrangères,,Bénévolat / Engagement associatif,En groupe,"Oui, beaucoup",Un peu,Un peu,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Peut-être,Avancé,Créatifs,Non,J’ai quelques idées,Travail en extérieur,Non,Moyennement importante,Parfois,Je ne sais pas,"Créatif(ve), Dynamique, Curieux(se)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Peu importante,Un peu,Réussir mes examens,Contribuer à la société,Divers
09/07/2025 11:45:52,18 ans et plus,Première,"Sciences de la vie et de la Terre, Histoire-Géographie, Physique-Chimie","Mathématiques, Arts plastiques / Musique",Lecture,En groupe,"Oui, beaucoup",Un peu,Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Oui,Intermédiaire,Créatifs,Un peu,"Oui, clairement",Laboratoire / recherche,Non,Très importante,Parfois,Créatif / innovateur,"Patient(e), Rigoureux(se)",Je préfère éviter ces situations,Non,Très importante,"Oui, beaucoup",Réussir mes examens,Avoir un poste à responsabilités,Divers
09/07/2025 11:50:52,18 ans et plus,Première,"Langues étrangères, Français",,"Bénévolat / Engagement associatif, Sports, Lecture",Seul(e),Un peu,"Oui, beaucoup",Non,Je ne sais pas,Parfois,Oui,Oui,Non,Avancé,Techniques,Oui,J’ai quelques idées,Je ne sais pas,Non,Très importante,Oui,Créatif / innovateur,Patient(e),Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Un peu,Réussir mes examens,Avoir un poste à responsabilités,Santé / Social
09/07/2025 11:55:52,16-17 ans,Première,"Français, Arts plastiques / Musique","Langues étrangères, Physique-Chimie","Sports, Bénévolat / Engagement associatif, Activités artistiques",Ça dépend des situations,"Oui, beaucoup",Pas du tout,Non,Je ne sais pas,"Oui, beaucoup",Oui,Oui,Non,Courant / bilingue,Les deux,Oui,Pas encore,Bureau / travail sur ordinateur,Oui,Peu importante,Oui,Organisateur / planificateur,"Curieux(se), Créatif(ve)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Pas du tout,Trouver un stage,Être entrepreneur,Informatique / Ingénierie
09/07/2025 12:00:52,16-17 ans,Post-bac / Université,"Histoire-Géographie, Arts plastiques / Musique, Mathématiques",Langues étrangères,Sorties avec des amis,Ça dépend des situations,"Oui, beaucoup","Oui, beaucoup",Un peu,"Visuel (images, schémas)",Parfois,Non,Non,Oui,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Travail manuel,Oui,Peu importante,Parfois,Leader / chef de projet,"Patient(e), Curieux(se)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Obtenir mon diplôme,Contribuer à la société,Informatique / Ingénierie
09/07/2025 12:05:52,16-17 ans,Terminale,"Histoire-Géographie, Français, Arts plastiques / Musique",Mathématiques,"Bénévolat / Engagement associatif, Activités artistiques",Ça dépend des situations,Un peu,"Oui, beaucoup",Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Moyennement,Oui,Non,Intermédiaire,Techniques,Non,Pas encore,Travail manuel,Non,Très importante,Non,Leader / chef de projet,"Patient(e), Curieux(se), Dynamique",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Très importante,Pas du tout,Réussir mes examens,Être entrepreneur,Divers
09/07/2025 12:10:52,18 ans et plus,Seconde,Physique-Chimie,,Bénévolat / Engagement associatif,En groupe,Pas du tout,Pas du tout,Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Non,Courant / bilingue,Techniques,Non,J’ai quelques idées,Laboratoire / recherche,Non,Très importante,Oui,Exécutant / spécialiste,"Organisé(e), Dynamique, Patient(e)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Travailler dans un domaine qui me passionne,Santé / Social
09/07/2025 12:15:52,18 ans et plus,Post-bac / Université,Mathématiques,,"Bénévolat / Engagement associatif, Lecture, Sorties avec des amis",En groupe,"Oui, beaucoup","Oui, beaucoup",Oui,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Non,Avancé,Je ne sais pas,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Peut-être,Moyennement importante,Parfois,Organisateur / planificateur,"Patient(e), Organisé(e), Dynamique",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,Un peu,Créer un projet personnel,Continuer à apprendre,Arts / Création
09/07/2025 12:20:52,18 ans et plus,Post-bac / Université,Langues étrangères,,Sports,Seul(e),Un peu,Pas du tout,Non,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Oui,Intermédiaire,Créatifs,Un peu,"Oui, clairement",Je ne sais pas,Non,Très importante,Oui,Je ne sais pas,"Rigoureux(se), Organisé(e), Dynamique",Je me sens parfois dépassé(e),Non,Très importante,Un peu,Trouver un stage,Continuer à apprendre,Communication / Marketing
09/07/2025 12:25:52,18 ans et plus,Terminale,Arts plastiques / Musique,"Langues étrangères, Sciences de la vie et de la Terre","Lecture, Activités artistiques, Sports",En groupe,"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)","Oui, beaucoup",Oui,Non,Non,Débutant,Techniques,Oui,"Oui, clairement",Travail manuel,Oui,Moyennement importante,Oui,Exécutant / spécialiste,"Organisé(e), Dynamique, Créatif(ve)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,Un peu,Obtenir mon diplôme,Contribuer à la société,Informatique / Ingénierie
